,h2_input,xm,time_arduino,time_python,,volt,,law,,e,,h1,h2,xm,xm_dot,theta1,theta2,theta3,filter1,filter1_dot,filter2,filter2_dot,filter3,filter3_dot,ola (x1000)
196,26.09,20,62308,62.98421955,,0,,0.1,,6.04,state: ,1.03,26.04,5,0,198819.12,56669.26,152770.48,5,0,-13,-1.25,10.98,0.33,
197,26.04,20,62484,63.15897989,,0,,0.11,,5.94,state: ,1.01,25.94,5,0,198788.93,56590.79,152836.76,5,0,-13.12,-1.14,11.01,0.22,
198,25.94,20,62660,63.3353529,,0,,0.13,,5.82,state: ,1,25.82,5,0,198759.25,56512.87,152902.15,5,0,-13.24,-1.03,11.03,0.1,
199,25.82,20,62836,63.5110364,,0,,0.14,,5.72,state: ,0.99,25.72,5,0,198730.15,56435.91,152966.32,5,0,-13.34,-0.93,11.05,-0.03,
200,25.72,20,63013,63.69133592,,0,,0.16,,5.61,state: ,1,25.61,5,0,198701.57,56359.66,153029.46,5,0,-13.43,-0.82,11.04,-0.15,
201,25.61,20,63191,63.86860728,,0,,0.17,,5.5,state: ,0.99,25.5,5,0,198673.5,56284.25,153091.46,5,0,-13.51,-0.72,11.03,-0.26,
202,25.5,20,63368,64.04352903,,0,,0.19,,5.4,state: ,0.99,25.4,5,0,198646,56209.89,153152.14,5,0,-13.59,-0.63,11,-0.37,
203,25.4,20,63545,64.22088647,,0,,0.2,,5.31,state: ,0.97,25.31,5,0,198619.01,56136.57,153211.51,5,0,-13.65,-0.55,10.97,-0.46,
204,25.31,20,63722,64.40076184,,0,,0.21,,5.21,state: ,0.98,25.21,5,0,198592.43,56064.03,153269.79,5,0,-13.7,-0.48,10.92,-0.54,
205,25.21,20,63899,64.57649446,,0,,0.23,,5.1,state: ,0.95,25.1,5,0,198566.37,55992.6,153326.7,5,0,-13.75,-0.41,10.87,-0.61,
206,25.1,20,64077,64.75244141,,0,,0.24,,5,state: ,0.95,25,5,0,198540.87,55922.48,153382.1,5,0,-13.79,-0.37,10.8,-0.67,
207,25,20,64254,64.93421888,,0,,0.26,,4.89,state: ,0.93,24.89,5,0,198515.89,55853.51,153436.14,5,0,-13.83,-0.32,10.74,-0.72,
208,24.89,20,64432,65.10825014,,0,,0.28,,4.79,state: ,0.93,24.79,5,0,198491.43,55785.91,153488.62,5,0,-13.86,-0.29,10.67,-0.77,
209,24.79,20,64609,65.28574419,,0,,0.29,,4.67,state: ,0.94,24.67,5,0,198467.51,55719.57,153539.67,5,0,-13.89,-0.26,10.59,-0.82,
210,24.67,20,64786,65.46205688,,0,,0.31,,4.58,state: ,0.92,24.58,5,0,198444.17,55654.7,153589.1,5,0,-13.92,-0.22,10.51,-0.86,
211,24.58,20,64963,65.6417644,,0,,0.32,,4.47,state: ,0.92,24.47,5,0,198421.28,55591,153637.18,5,0,-13.94,-0.2,10.42,-0.89,
212,24.47,20,65140,65.81721306,,0,,0.33,,4.41,state: ,0.92,24.41,5,0,198398.9,55528.66,153683.79,5,0,-13.96,-0.18,10.33,-0.91,
213,24.41,20,65317,65.99505854,,0,,0.34,,4.3,state: ,0.9,24.3,5,0,198376.82,55467.04,153729.4,5,0,-13.98,-0.15,10.24,-0.91,
214,24.3,20,65495,66.17420006,,0,,0.36,,4.21,state: ,0.9,24.21,5,0,198355.31,55406.87,153773.48,5,0,-13.99,-0.14,10.15,-0.92,
215,24.21,20,65672,66.34930825,,0,,0.37,,4.1,state: ,0.9,24.1,5,0,198334.29,55348.01,153816.17,5,0,-14.01,-0.13,10.06,-0.93,
216,24.1,20,65849,66.52573943,,0,,0.39,,3.98,state: ,0.88,23.98,5,0,198313.76,55290.53,153857.45,5,0,-14.02,-0.11,9.96,-0.94,
217,23.98,20,66025,66.70342684,,0,,0.41,,3.87,state: ,0.89,23.87,5,0,198293.85,55234.72,153897.12,5,0,-14.03,-0.11,9.87,-0.96,
218,23.87,20,66201,66.87838483,,0,,0.42,,3.76,state: ,0.89,23.76,5,0,198274.51,55180.45,153935.29,5,0,-14.04,-0.1,9.77,-0.98,
219,23.76,20,66378,67.06206942,,0,,0.43,,3.68,state: ,0.89,23.68,5,0,198255.71,55127.68,153972.04,5,0,-14.05,-0.09,9.68,-0.99,
220,23.68,20,66554,67.233567,,0,,0.45,,3.57,state: ,0.87,23.57,5,0,198237.34,55076.03,154007.6,5,0,-14.06,-0.08,9.58,-1,
221,23.57,20,66731,67.40688801,,0,,0.47,,3.46,state: ,0.86,23.46,5,0,198219.48,55025.78,154041.84,5,0,-14.07,-0.08,9.48,-1,
222,23.46,20,66907,67.58242369,,0,,0.48,,3.36,state: ,0.87,23.36,5,0,198202.17,54977.11,154074.62,5,0,-14.08,-0.07,9.38,-1.01,
223,23.36,20,67083,67.76075411,,0,,0.5,,3.24,state: ,0.86,23.24,5,0,198185.37,54929.83,154106.14,5,0,-14.08,-0.07,9.28,-1.01,
224,23.24,20,67259,67.93425703,,0,,0.51,,3.14,state: ,0.85,23.14,5,0,198169.17,54884.2,154136.2,5,0,-14.09,-0.06,9.18,-1.02,
225,23.14,20,67435,68.11289883,,0,,0.53,,3.03,state: ,0.84,23.03,5,0,198153.46,54839.98,154165.01,5,0,-14.1,-0.06,9.07,-1.03,
226,23.03,20,67611,68.28716803,,0,,0.54,,2.92,state: ,0.85,22.92,5,0,198138.31,54797.21,154192.54,5,0,-14.1,-0.06,8.97,-1.03,
227,22.92,20,67787,68.4629662,,0,,0.56,,2.82,state: ,0.85,22.82,5,0,198123.68,54755.97,154218.78,5,0,-14.11,-0.05,8.87,-1.04,
228,22.82,20,67963,68.639992,,0,,0.57,,2.77,state: ,0.83,22.77,5,0,198109.57,54716.17,154243.81,5,0,-14.11,-0.05,8.76,-1.04,
229,22.77,20,68140,68.81709814,,0,,0.58,,2.67,state: ,0.83,22.67,5,0,198095.73,54677.11,154268.04,5,0,-14.12,-0.05,8.66,-1.02,
230,22.67,20,68316,68.99255538,,0,,0.6,,2.55,state: ,0.83,22.55,5,0,198082.37,54639.39,154291.18,5,0,-14.12,-0.05,8.56,-1.01,
231,22.55,20,68492,69.16845036,,0,,0.61,,2.45,state: ,0.82,22.45,5,0,198069.6,54603.31,154313.04,5,0,-14.13,-0.05,8.46,-1.01,
232,22.45,20,68668,69.34454179,,0,,0.63,,2.34,state: ,0.82,22.34,5,0,198057.34,54568.66,154333.78,5,0,-14.13,-0.05,8.36,-1.01,
233,22.34,20,68844,69.52098584,,0,,0.65,,2.24,state: ,0.8,22.24,5,0,198045.65,54535.62,154353.31,5,0,-14.14,-0.05,8.26,-1.01,
234,22.24,20,69020,69.69575,,0,,0.66,,2.14,state: ,0.81,22.14,5,0,198034.46,54504,154371.78,5,0,-14.14,-0.05,8.15,-1.01,
235,22.14,20,69197,69.87379956,,0,,0.68,,2.03,state: ,0.8,22.03,5,0,198023.76,54473.76,154389.21,5,0,-14.15,-0.05,8.05,-1.02,
236,22.03,20,69373,70.04921293,,0,,0.69,,1.93,state: ,0.8,21.93,5,0,198013.62,54445.04,154405.56,5,0,-14.15,-0.05,7.95,-1.02,
237,21.93,20,69550,70.22379422,,0,,0.71,,1.81,state: ,0.79,21.81,5,0,198004,54417.78,154420.89,5,0,-14.16,-0.05,7.85,-1.02,
238,21.81,20,69726,70.40107775,,0,,0.73,,1.7,state: ,0.79,21.7,5,0,197994.96,54392.21,154435.06,5,0,-14.16,-0.05,7.75,-1.03,
239,21.7,20,69902,70.57745695,,0,,0.74,,1.61,state: ,0.77,21.61,5,0,197986.46,54368.15,154448.23,5,0,-14.17,-0.05,7.64,-1.04,
240,21.61,20,70078,70.75287461,,0,,0.76,,1.51,state: ,0.78,21.51,5,0,197978.39,54345.27,154460.57,5,0,-14.17,-0.05,7.54,-1.03,
241,21.51,20,70254,70.92840004,,0,,0.77,,1.41,state: ,0.78,21.41,5,0,197970.84,54323.87,154471.95,5,0,-14.18,-0.05,7.44,-1.03,
242,21.41,20,70430,71.10947943,,0,,0.78,,1.35,state: ,0.77,21.35,5,0,197963.81,54303.94,154482.4,5,0,-14.18,-0.05,7.33,-1.03,
243,21.35,20,70606,71.28571033,,0,,0.8,,1.25,state: ,0.76,21.25,5,0,197957.07,54284.83,154492.28,5,0,-14.19,-0.05,7.23,-1.01,
244,21.25,20,70782,71.46243715,,0,,0.81,,1.14,state: ,0.76,21.14,5,0,197950.84,54267.13,154501.29,5,0,-14.19,-0.05,7.13,-1,
245,21.14,20,70959,71.63899207,,0,,0.83,,1.02,state: ,0.75,21.02,5,0,197945.15,54251.01,154509.4,5,0,-14.2,-0.05,7.03,-1,
246,21.02,20,71135,71.81383944,,0,,0.85,,0.92,state: ,0.75,20.92,5,0,197940.06,54236.54,154516.56,5,0,-14.2,-0.05,6.93,-1,
247,20.92,20,71311,71.98878598,,0,,0.86,,0.83,state: ,0.74,20.83,5,0,197935.46,54223.5,154522.92,5,0,-14.21,-0.05,6.83,-1.01,
248,20.83,20,71487,72.16677666,,0,,0.88,,0.71,state: ,0.74,20.71,5,0,197931.34,54211.78,154528.54,5,0,-14.21,-0.05,6.73,-1.01,
249,20.71,20,71663,72.34302425,,0,,0.89,,0.62,state: ,0.73,20.62,5,0,197927.79,54201.67,154533.34,5,0,-14.22,-0.05,6.63,-1.01,
250,20.62,20,71839,72.51710725,,0,,0.91,,0.49,state: ,0.74,20.49,5,0,197924.71,54192.89,154537.43,5,0,-14.22,-0.05,6.53,-1.01,
251,20.49,20,72016,72.69314432,,0,,0.93,,0.4,state: ,0.73,20.4,5,0,197922.23,54185.87,154540.65,5,0,-14.23,-0.05,6.43,-1.02,
252,20.4,20,72193,72.87077737,,0,,0.94,,0.31,state: ,0.71,20.31,5,0,197920.25,54180.25,154543.2,5,0,-14.23,-0.04,6.32,-1.02,
253,20.31,20,72369,73.04522371,,0,,0.96,,0.18,state: ,0.71,20.18,5,0,197918.71,54175.85,154545.15,5,0,-14.24,-0.05,6.22,-1.02,
254,20.18,20,72545,73.22194719,,0,,0.98,,0.08,state: ,0.71,20.08,5,0,197917.79,54173.26,154546.28,5,0,-14.24,-0.05,6.12,-1.03,
255,20.08,20,72721,73.39809418,,0,,0.99,,0.01,state: ,0.7,20.01,5,0,197917.4,54172.11,154546.76,5,0,-14.25,-0.05,6.02,-1.03,
256,20.01,20,72897,73.57382393,,0,,1,,-0.05,state: ,0.71,19.95,5,0,197917.34,54171.93,154546.84,5,0,-14.25,-0.05,5.91,-1.02,
257,19.95,20,73074,73.74990916,,0,,1.02,,-0.19,state: ,0.7,19.81,5,0,197917.62,54172.71,154546.53,5,0,-14.26,-0.05,5.81,-1,
258,19.81,20,73251,73.93093014,,51,,1.03,,-0.27,state: ,0.69,19.73,5,0,197918.54,54175.36,154545.43,5,0,-14.26,-0.04,5.71,-1,
259,19.73,20,73430,74.1062808,,51,,1.05,,-0.38,state: ,0.68,19.62,5,0,197919.92,54179.26,154543.89,5,0,-14.27,-0.05,5.61,-0.99,
260,19.62,20,73608,74.28775144,,51,,1.07,,-0.47,state: ,0.68,19.53,5,0,197921.81,54184.66,154541.76,5,0,-14.27,-0.05,5.51,-0.99,
261,19.53,20,73786,74.47011662,,51,,1.08,,-0.58,state: ,0.7,19.42,5,0,197924.17,54191.42,154539.15,5,0,-14.28,-0.05,5.41,-0.99,
262,19.42,20,73964,74.64264393,,51,,1.1,,-0.69,state: ,0.71,19.31,5,0,197927.06,54199.64,154536.04,5,0,-14.28,-0.04,5.31,-0.99,
263,19.31,20,74142,74.82263875,,51,,1.12,,-0.81,state: ,0.72,19.19,5,0,197930.5,54209.44,154532.39,5,0,-14.28,-0.03,5.22,-0.99,
264,19.19,20,74321,74.99932837,,51,,1.13,,-0.91,state: ,0.71,19.09,5,0,197934.54,54220.99,154528.18,5,0,-14.29,-0.02,5.12,-1.01,
265,19.09,20,74500,75.18148994,,51,,1.15,,-1.01,state: ,0.64,18.99,5,0,197939.09,54233.99,154523.53,5,0,-14.29,-0.01,5.02,-1.01,
266,18.99,20,74678,75.35682988,,51,,1.17,,-1.12,state: ,0.55,18.88,5,0,197944.15,54248.47,154518.45,5,0,-14.29,-0.04,4.91,-1.02,
267,18.88,20,74856,75.53658724,,51,,1.19,,-1.21,state: ,0.49,18.79,5,0,197949.76,54264.51,154512.92,5,0,-14.29,-0.09,4.81,-1.03,
268,18.79,20,75034,75.71544242,,51,,1.2,,-1.3,state: ,0.56,18.7,5,0,197955.82,54281.82,154507.09,5,0,-14.3,-0.14,4.71,-1.02,
269,18.7,20,75212,75.89182448,,51,,1.22,,-1.43,state: ,0.61,18.57,5,0,197962.35,54300.48,154500.95,5,0,-14.32,-0.14,4.61,-1.02,
270,18.57,20,75390,76.06939363,,51,,1.22,,-1.53,state: ,0.8,18.47,5,0,197969.51,54320.96,154494.35,5,0,-14.33,-0.11,4.5,-1.03,
271,18.47,20,75569,76.24850845,,51,,1.23,,-1.61,state: ,0.99,18.39,5,0,197977.14,54342.85,154487.46,5,0,-14.34,-0.01,4.4,-1.03,
272,18.39,20,75747,76.42513084,,51,,1.22,,-1.7,state: ,1.31,18.3,5,0,197985.17,54365.87,154480.4,5,0,-14.34,0.12,4.3,-1.02,
273,18.3,20,75924,76.60136414,,51,,1.23,,-1.82,state: ,1.49,18.18,5,0,197993.7,54390.32,154473.07,5,0,-14.33,0.34,4.2,-1.01,
274,18.18,20,76101,76.78050637,,51,,1.23,,-1.83,state: ,1.64,18.17,5,0,198002.78,54416.33,154465.46,5,0,-14.3,0.53,4.1,-1.01,
275,18.17,20,76279,76.95918155,,51,,1.21,,-1.73,state: ,1.75,18.27,5,0,198011.95,54442.56,154457.96,5,0,-14.24,0.69,3.99,-0.98,
276,18.27,20,76456,77.13270712,,51,,1.19,,-1.68,state: ,1.84,18.32,5,0,198020.57,54467.16,154451.06,5,0,-14.17,0.81,3.9,-0.88,
277,18.32,20,76634,77.31342578,,51,,1.18,,-1.61,state: ,1.94,18.39,5,0,198028.98,54490.98,154444.51,5,0,-14.09,0.89,3.81,-0.76,
278,18.39,20,76811,77.50149441,,51,,1.17,,-1.56,state: ,2.02,18.44,5,0,198037.06,54513.72,154438.37,5,0,-14,0.95,3.73,-0.62,
279,18.44,20,76988,77.66812062,,51,,1.15,,-1.49,state: ,2.12,18.51,5,0,198044.84,54535.5,154432.56,5,0,-13.91,0.98,3.67,-0.49,
280,18.51,20,77165,77.84288597,,51,,1.13,,-1.39,state: ,2.2,18.61,5,0,198052.31,54556.24,154427.07,5,0,-13.81,1,3.62,-0.36,
281,18.61,20,77342,78.02376461,,51,,1.12,,-1.34,state: ,2.29,18.66,5,0,198059.28,54575.48,154422.03,5,0,-13.71,1,3.59,-0.22,
282,18.66,20,77519,78.20011854,,51,,1.1,,-1.28,state: ,2.38,18.72,5,0,198066.01,54593.92,154417.2,5,0,-13.61,1,3.56,-0.1,
283,18.72,20,77697,78.3793416,,51,,1.09,,-1.2,state: ,2.46,18.8,5,0,198072.4,54611.33,154412.64,5,0,-13.51,1,3.55,0,
284,18.8,20,77874,78.55023265,,51,,1.07,,-1.13,state: ,2.55,18.87,5,0,198078.4,54627.54,154408.39,5,0,-13.41,0.99,3.55,0.1,
285,18.87,20,78050,78.72747183,,51,,1.06,,-1.08,state: ,2.64,18.92,5,0,198084.04,54642.67,154404.37,5,0,-13.31,0.98,3.56,0.19,
286,18.92,20,78226,78.90314937,,51,,1.04,,-1.01,state: ,2.73,18.99,5,0,198089.42,54656.99,154400.54,5,0,-13.22,0.97,3.58,0.26,
287,18.99,20,78402,79.08112121,,51,,1.03,,-0.92,state: ,2.76,19.08,5,0,198094.45,54670.29,154396.93,5,0,-13.12,0.96,3.61,0.32,
288,19.08,20,78579,79.25778222,,51,,1.02,,-0.87,state: ,2.86,19.13,5,0,198099.06,54682.4,154393.6,5,0,-13.02,0.93,3.64,0.38,
289,19.13,20,78755,79.43183041,,51,,1,,-0.79,state: ,2.94,19.21,5,0,198103.42,54693.76,154390.43,5,0,-12.93,0.91,3.68,0.42,
290,19.21,20,78931,79.60668874,,51,,0.98,,-0.72,state: ,3.04,19.28,5,0,198107.37,54704,154387.53,5,0,-12.84,0.89,3.72,0.47,
291,19.28,20,79108,79.78274345,,0,,0.97,,-0.64,state: ,3.13,19.36,5,0,198110.98,54713.23,154384.85,5,0,-12.75,0.89,3.77,0.5,
292,19.36,20,79283,79.95875287,,0,,0.95,,-0.61,state: ,3.3,19.39,5,0,198114.2,54721.43,154382.43,5,0,-12.66,0.88,3.82,0.54,
293,19.39,20,79458,80.13622713,,0,,0.94,,-0.53,state: ,3.24,19.47,5,0,198117.23,54729.12,154380.1,5,0,-12.57,0.92,3.87,0.55,
294,19.47,20,79633,80.30674124,,0,,0.96,,-0.48,state: ,2.87,19.52,5,0,198119.9,54735.84,154378.03,5,0,-12.48,0.88,3.93,0.57,
295,19.52,20,79808,80.48428321,,0,,0.96,,-0.42,state: ,2.64,19.58,5,0,198122.31,54741.84,154376.14,5,0,-12.39,0.67,3.98,0.58,
296,19.58,20,79983,80.66248655,,0,,0.96,,-0.36,state: ,2.48,19.64,5,0,198124.4,54747.03,154374.48,5,0,-12.33,0.41,4.04,0.59,
297,19.64,20,80158,80.83659148,,0,,0.95,,-0.27,state: ,2.36,19.73,5,0,198126.2,54751.47,154373.03,5,0,-12.29,0.17,4.1,0.59,
298,19.73,20,80333,81.01272368,,0,,0.95,,-0.2,state: ,2.23,19.8,5,0,198127.53,54754.73,154371.95,5,0,-12.27,-0.04,4.16,0.61,
299,19.8,20,80509,81.18782234,,0,,0.95,,-0.15,state: ,2.08,19.85,5,0,198128.54,54757.19,154371.1,5,0,-12.27,-0.22,4.22,0.62,
300,19.85,20,80686,81.3638196,,0,,0.95,,-0.08,state: ,1.94,19.92,5,0,198129.31,54759.08,154370.45,5,0,-12.29,-0.39,4.28,0.62,
301,19.92,20,80862,81.53938007,,0,,0.94,,-0.01,state: ,1.88,19.99,5,0,198129.7,54760.01,154370.12,5,0,-12.33,-0.54,4.34,0.63,
302,19.99,20,81038,81.71993709,,0,,0.94,,0.04,state: ,1.78,20.04,5,0,198129.75,54760.14,154370.09,5,0,-12.39,-0.64,4.41,0.64,
303,20.04,20,81213,81.88985133,,0,,0.94,,0.1,state: ,1.65,20.1,5,0,198129.54,54759.66,154370.25,5,0,-12.45,-0.72,4.47,0.63,
304,20.1,20,81388,82.0649538,,0,,0.93,,0.18,state: ,1.51,20.18,5,0,198129.07,54758.46,154370.68,5,0,-12.52,-0.79,4.53,0.63,
305,20.18,20,81563,82.24327302,,0,,0.93,,0.2,state: ,1.36,20.2,5,0,198128.15,54756.16,154371.51,5,0,-12.6,-0.86,4.6,0.64,
306,20.2,20,81738,82.41897678,,0,,0.93,,0.28,state: ,1.22,20.28,5,0,198127.15,54753.63,154372.45,5,0,-12.69,-0.93,4.66,0.62,
307,20.28,20,81914,82.59361315,,0,,0.93,,0.34,state: ,1.12,20.34,5,0,198125.76,54750.1,154373.75,5,0,-12.78,-1,4.72,0.62,
308,20.34,20,82089,82.7645061,,0,,0.93,,0.37,state: ,0.97,20.37,5,0,198124.04,54745.72,154375.35,5,0,-12.88,-1.04,4.79,0.62,
309,20.37,20,82265,82.94171762,,0,,0.94,,0.37,state: ,0.87,20.37,5,0,198122.18,54740.94,154377.14,5,0,-12.99,-1.08,4.85,0.61,
310,20.37,20,82440,83.11675668,,0,,0.93,,0.46,state: ,0.79,20.46,5,0,198120.35,54736.18,154378.92,5,0,-13.09,-1.11,4.91,0.57,
311,20.46,20,82615,83.29250479,,0,,0.95,,0.33,state: ,0.76,20.33,5,0,198118.06,54730.12,154381.18,5,0,-13.2,-1.11,4.97,0.56,
312,20.33,20,82790,83.46457219,,0,,0.96,,0.23,state: ,0.74,20.23,5,0,198116.42,54725.8,154382.82,5,0,-13.32,-1.08,5.02,0.48,
313,20.23,20,82965,83.64172935,,0,,0.98,,0.12,state: ,0.72,20.12,5,0,198115.26,54722.72,154383.98,5,0,-13.42,-1.02,5.07,0.37,
314,20.12,20,83140,83.81808591,,0,,0.99,,0.03,state: ,0.73,20.03,5,0,198114.64,54721.05,154384.6,5,0,-13.53,-0.96,5.11,0.25,
315,20.03,20,83315,83.99420881,,0,,1.01,,-0.07,state: ,0.72,19.93,5,0,198114.46,54720.58,154384.79,5,0,-13.62,-0.87,5.13,0.12,
316,19.93,20,83491,84.17017674,,51,,1.03,,-0.17,state: ,0.72,19.83,5,0,198114.81,54721.5,154384.43,5,0,-13.71,-0.79,5.14,-0.01,
317,19.83,20,83670,84.35341525,,51,,1.05,,-0.29,state: ,0.71,19.71,5,0,198115.65,54723.86,154383.56,5,0,-13.79,-0.7,5.14,-0.13,
318,19.71,20,83848,84.52973771,,51,,1.05,,-0.34,state: ,0.69,19.66,5,0,198117.1,54727.85,154382.06,5,0,-13.86,-0.62,5.13,-0.25,
319,19.66,20,84026,84.70673466,,51,,1.07,,-0.44,state: ,0.72,19.56,5,0,198118.81,54732.57,154380.31,5,0,-13.92,-0.55,5.1,-0.34,
320,19.56,20,84204,84.88562083,,51,,1.08,,-0.53,state: ,0.73,19.47,5,0,198121.01,54738.7,154378.06,5,0,-13.98,-0.48,5.07,-0.42,
321,19.47,20,84382,85.06179309,,51,,1.1,,-0.64,state: ,0.74,19.36,5,0,198123.68,54746.16,154375.35,5,0,-14.02,-0.4,5.03,-0.5,
322,19.36,20,84561,85.24316096,,51,,1.12,,-0.74,state: ,0.71,19.26,5,0,198126.9,54755.2,154372.12,5,0,-14.06,-0.34,4.98,-0.57,
323,19.26,20,84740,85.41830683,,51,,1.14,,-0.86,state: ,0.6,19.14,5,0,198130.62,54765.66,154368.42,5,0,-14.1,-0.29,4.92,-0.63,
324,19.14,20,84918,85.59797549,,51,,1.16,,-0.96,state: ,0.53,19.04,5,0,198134.92,54777.75,154364.2,5,0,-14.13,-0.3,4.86,-0.69,
325,19.04,20,85096,85.77547836,,51,,1.18,,-1.06,state: ,0.53,18.94,5,0,198139.7,54791.3,154359.54,5,0,-14.16,-0.32,4.79,-0.74,
326,18.94,20,85274,85.95502472,,51,,1.19,,-1.17,state: ,0.6,18.83,5,0,198145.03,54806.36,154354.45,5,0,-14.19,-0.31,4.72,-0.79,
327,18.83,20,85452,86.13079214,,51,,1.19,,-1.24,state: ,0.71,18.76,5,0,198150.87,54822.92,154348.93,5,0,-14.22,-0.27,4.64,-0.83,
328,18.76,20,85630,86.31230545,,51,,1.2,,-1.34,state: ,0.98,18.66,5,0,198157.09,54840.59,154343.17,5,0,-14.25,-0.19,4.56,-0.85,
329,18.66,20,85809,86.48700118,,51,,1.21,,-1.45,state: ,1.12,18.55,5,0,198163.78,54859.7,154337.06,5,0,-14.27,-0.03,4.47,-0.87,
330,18.55,20,85987,86.66956878,,51,,1.2,,-1.53,state: ,1.5,18.47,5,0,198171.06,54880.45,154330.56,5,0,-14.27,0.14,4.38,-0.89,
331,18.47,20,86164,86.84580731,,51,,1.19,,-1.56,state: ,1.64,18.44,5,0,198178.71,54902.25,154323.87,5,0,-14.25,0.39,4.29,-0.9,
332,18.44,20,86341,87.01971674,,51,,1.18,,-1.55,state: ,1.8,18.45,5,0,198186.53,54924.54,154317.15,5,0,-14.22,0.59,4.2,-0.88,
333,18.45,20,86518,87.2007432,,51,,1.16,,-1.42,state: ,1.9,18.58,5,0,198194.26,54946.53,154310.65,5,0,-14.16,0.76,4.12,-0.83,
334,18.58,20,86696,87.37605834,,51,,1.15,,-1.38,state: ,2.02,18.62,5,0,198201.35,54966.61,154304.81,5,0,-14.08,0.88,4.03,-0.71,
335,18.62,20,86874,87.5518446,,51,,1.13,,-1.3,state: ,2.12,18.7,5,0,198208.23,54985.98,154299.25,5,0,-13.99,0.97,3.96,-0.59,
336,18.7,20,87051,87.72804523,,51,,1.11,,-1.25,state: ,2.23,18.75,5,0,198214.75,55004.19,154294.09,5,0,-13.9,1.03,3.9,-0.46,
337,18.75,20,87228,87.90805888,,51,,1.1,,-1.16,state: ,2.35,18.84,5,0,198221,55021.52,154289.23,5,0,-13.79,1.07,3.86,-0.34,
338,18.84,20,87405,88.08401537,,51,,1.09,,-1.14,state: ,2.46,18.86,5,0,198226.81,55037.57,154284.75,5,0,-13.69,1.1,3.82,-0.21,
339,18.86,20,87582,88.26176357,,51,,1.06,,-1.04,state: ,2.56,18.96,5,0,198232.51,55053.19,154280.37,5,0,-13.58,1.12,3.8,-0.11,
340,18.96,20,87759,88.43795681,,51,,1.05,,-0.98,state: ,2.67,19.02,5,0,198237.7,55067.29,154276.42,5,0,-13.47,1.12,3.79,0,
341,19.02,20,87937,88.61661744,,51,,1.03,,-0.91,state: ,2.76,19.09,5,0,198242.62,55080.55,154272.68,5,0,-13.35,1.13,3.79,0.09,
342,19.09,20,88113,88.79403949,,51,,1.02,,-0.85,state: ,2.87,19.15,5,0,198247.15,55092.64,154269.25,5,0,-13.24,1.12,3.8,0.17,
343,19.15,20,88289,88.97530508,,51,,1,,-0.78,state: ,2.98,19.22,5,0,198251.43,55103.94,154266,5,0,-13.13,1.12,3.82,0.24,
344,19.22,20,88465,89.14604139,,51,,0.98,,-0.69,state: ,3.1,19.31,5,0,198255.31,55114.12,154263.04,5,0,-13.02,1.12,3.84,0.31,
345,19.31,20,88641,89.3173449,,0,,0.97,,-0.62,state: ,3.21,19.38,5,0,198258.76,55123.1,154260.39,5,0,-12.9,1.12,3.87,0.37,
346,19.38,20,88816,89.49309635,,0,,0.95,,-0.57,state: ,3.43,19.43,5,0,198261.87,55131.12,154257.98,5,0,-12.79,1.11,3.91,0.43,
347,19.43,20,88991,89.67009139,,0,,0.94,,-0.49,state: ,3.23,19.51,5,0,198264.7,55138.38,154255.76,5,0,-12.68,1.16,3.95,0.46,
348,19.51,20,89167,89.84603643,,0,,0.95,,-0.43,state: ,2.88,19.57,5,0,198267.17,55144.6,154253.82,5,0,-12.57,1.06,4,0.5,
349,19.57,20,89342,90.02005696,,0,,0.95,,-0.35,state: ,2.66,19.65,5,0,198269.28,55149.95,154252.12,5,0,-12.46,0.81,4.05,0.53,
350,19.65,20,89518,90.19487,,0,,0.95,,-0.28,state: ,2.54,19.72,5,0,198271.04,55154.33,154250.7,5,0,-12.38,0.54,4.1,0.56,
351,19.72,20,89693,90.37060547,,0,,0.95,,-0.23,state: ,2.4,19.77,5,0,198272.45,55157.82,154249.54,5,0,-12.32,0.29,4.16,0.58,
352,19.77,20,89868,90.54669571,,0,,0.95,,-0.18,state: ,2.27,19.82,5,0,198273.6,55160.67,154248.57,5,0,-12.3,0.06,4.22,0.59,
353,19.82,20,90043,90.72258091,,0,,0.95,,-0.13,state: ,2.1,19.87,5,0,198274.51,55162.92,154247.79,5,0,-12.29,-0.14,4.28,0.6,
354,19.87,20,90219,90.90134239,,0,,0.95,,-0.05,state: ,1.96,19.95,5,0,198275.14,55164.47,154247.26,5,0,-12.3,-0.33,4.33,0.6,
355,19.95,20,90395,91.07815027,,0,,0.94,,0.01,state: ,1.91,20.01,5,0,198275.4,55165.11,154247.04,5,0,-12.34,-0.49,4.39,0.6,
356,20.01,20,90570,91.24738646,,0,,0.94,,0.05,state: ,1.87,20.05,5,0,198275.37,55165.01,154247.06,5,0,-12.38,-0.6,4.46,0.61,
357,20.05,20,90745,91.42213583,,0,,0.93,,0.14,state: ,1.74,20.14,5,0,198275.1,55164.38,154247.29,5,0,-12.44,-0.65,4.52,0.6,
358,20.14,20,90920,91.59821892,,0,,0.93,,0.21,state: ,1.6,20.21,5,0,198274.42,55162.66,154247.92,5,0,-12.51,-0.72,4.58,0.61,
359,20.21,20,91096,91.77431941,,0,,0.93,,0.26,state: ,1.45,20.26,5,0,198273.39,55160.07,154248.87,5,0,-12.58,-0.79,4.64,0.62,
